42	5 1 2
44	-1
-1	np
45	-1
-1	np
46	-1
-1	np
47	-1
0	253 23 1 11
1	37 7 161 3
2	12 207 9 276 26
3	2 36 23 6 46 1 138
4	20 23 1 24 552
5	12 207 9 276 26
6	69 23 1 43 3
7	5 713 23 1 2 31 46 8 184
8	69 23 1 3 2 14 322 46 27
9	23 22 1 24 552
10	5 23 6 33 1 2 46 759 138
11	22 17 8 184 506
12	4 31 713 12 276
13	21 483 23 22 1 46 2
14	21 23 1 2 253 46 8 184 11
15	29 667 23 17 1
16	736 7 8 184 32
17	47
18	69 23 1 43 3
19	5 4 23 1 35 2 115 92 46
20	3 12 23 6 69 276 138
21	69 23 22 1 506 230 3 11 10
22	42 23 46 1 2
23	2 23 46 1 42
24	42 23 46 1 2
25	2 23 46 1 42
26	69 23 22 506 230 3 1 11 10
27	69 12 23 6 138 276 3
28	5 4 23 1 35 2 115 92 46
29	69 23 1 43 3
30	47
31	184 7 32 8 736
32	29 667 23 17 1
33	21 23 1 2 253 46 8 184 11
34	21 483 23 22 1 46 2
35	4 31 713 12 276
36	22 17 506 8 184
37	5 23 6 33 1 2 46 759 138
38	23 22 1 24 552
39	69 23 1 3 2 14 322 46 27
40	5 713 23 1 2 31 46 8 184
41	69 23 1 43 3
42	12 207 9 276 26
43	20 23 1 24 552
44	138 36 23 46 6 1 2
45	12 207 9 276 26
46	37 7 161 3
48	-1
-1	np
49	-1
-1	np
50	-1
-1	np
51	-1
-1	np
52	-1
-1	np
53	-1
0	52 156 6 1 3 2
1	234 156 31 52 1 3 18
2	10 52 2 26 1 40 520
3	4 7 1 3 2 728 12 28 156 364 26
4	21 13 52 130 9 468 10
5	45 4 52 156 1 104 3
6	52 6 1 32 3 16 468 156 18 9
7	780 156 52 30 17 1 3
8	5 48 260
9	78 47 6
10	18 156 10 6 260 468 19
11	29 988 4 1 104 19
12	6 3 2 728 28 156 78 11 26
13	5 4 32 3 2 468 156 260 9 26
14	5 52 20 1 16 208 2 416 8 11 26
15	4 52 572 104 11 34
16	20 52 1 3 2 12 11 26
17	29 18 5 52 1 260 234
18	52 39 156 1 8 104 3
19	5 1040 156 6 52 40 2
20	20 23 7 1 1196 364 52
21	5 20 52 1 27 260
22	52 39 4 9 1 468 104
23	52 7 1 468 2 780 19 15 988 9 364
24	1 52
25	21 5 52 208 260 3 2 156 14 1092 8
26	156 7 52 1 40 3 364
27	156 7 52 1 40 3 364
28	21 5 52 208 3 260 2 156 14 1092 8
29	1 52
30	52 7 1 468 19 988 2 15 780 9 364
31	4 39 52 9 104 468 1
32	5 20 52 1 27 260
33	20 23 7 1 1196 364 52
34	5 1040 156 6 52 40 2
35	52 39 156 1 8 3 104
36	29 18 5 52 1 260 234
37	52 20 1 3 2 12 11 26
38	4 52 572 104 11 34
39	5 52 20 1 16 208 2 416 8 11 26
40	5 4 32 3 468 260 156 2 9 26
41	6 3 2 728 28 156 78 11 26
42	29 988 4 1 104 19
43	18 10 260 6 156 468 19
44	78 47 6
45	5 48 260
46	780 52 156 30 17 1 3
47	52 6 1 16 3 32 18 156 468 9
48	45 4 156 52 1 104 3
49	21 13 52 130 9 468 10
50	4 7 1 3 2 728 12 28 156 364 26
51	10 2 26 52 1 40 520
52	18 156 31 52 1 3 234
54	-1
-1	np
55	-1
-1	np
56	-1
-1	np
57	-1
-1	np
58	-1
-1	np
59	-1
0	29 28 812 1
1	2 29 87 49 1 3 58
2	29 1 8 232 50
3	87 1 3 2 29 35 18 58
4	87 1 3 2 34 29 8 232 58
5	29 20 261 9 580 1
6	4 116 493 17 1 29 261 9 26
7	29 52 174 6 1
8	406 667 23 14 22
9	57 1 29
10	4 7 6 116 319 19 1 29 174 11 203
11	5 12 4 116 145 348 34
12	4 23 116 87 1 3 667 12 29 8 348 232
13	2 29 3 87 1 51 58
14	174 87 493 17 30 3 6
15	1 29 261 9 6 174 34
16	5 6 145 1 2 45 29 174 58
17	58 9 48 1392 2
18	87 1 1276 3 2 29 44 9 58
19	45 58 7 3 87 203 2
20	2 10 47 290 58
21	6 174 319 11 42
22	406 29 7 30 14 1 203
23	5 1 522 16 19 29 18 145 551
24	7 1 319 29 261 9 841 11
25	13 39 7 203 377
26	11 7 1 16 319 377 13 29 464 2 9 203 58
27	87 1 32 19 3 29 2 551 58
28	406 58 14 43 2
29	59
30	59
31	406 58 14 43 2
32	87 1 32 3 19 2 29 551 58
33	58 7 1 319 16 377 13 2 464 29 9 11 203
34	13 39 7 203 377
35	7 1 319 29 261 9 841 11
36	5 145 522 16 19 18 1 29 551
37	406 29 7 14 30 1 203
38	6 174 319 11 42
39	2 10 47 290 58
40	45 2 7 87 58 203 3
41	87 1 1276 3 2 29 44 9 58
42	58 9 48 1392 2
43	5 6 1 145 2 45 29 174 58
44	1 29 6 174 9 261 34
45	174 87 30 17 493 3 6
46	2 58 87 29 1 51 3
47	4 23 87 1 116 3 667 12 29 8 348 232
48	5 12 4 116 145 348 34
49	4 7 6 116 319 19 1 29 174 11 203
50	57 1 29
51	667 406 23 22 14
52	29 52 174 6 1
53	4 116 493 17 1 29 261 9 26
54	29 20 580 9 261 1
55	87 1 3 2 34 29 8 232 58
56	87 1 3 18 2 35 29 58
57	29 1 8 232 50
58	29 58 87 49 1 3 2
60	-1
-1	np
61	-1
0	2 4 20 1 10
1	4 60 6 1 120 8 2
2	6 1 2
3	5 150
4	9 45
5	1 30
6	5 15 25 1
7	180 6 1 30
8	5 15 30 1
9	4 120 60
10	9 3
11	10 60 30 1 3 2
12	60 30 1 2
13	45 30 3 2
14	5 15 1 10
15	60 30 1 2
16	5 4 30 1 120 3
17	60 20 2
18	12 360 15 1
19	1 15
20	3 90
21	4 15 30 1 120 2
22	1 5
23	12
24	10 4 30 1 120 2
25	5 30 1 3 18
26	90 6
27	21 60 7 1 3 2
28	3 30
29	15 6 1 3
30	15 30 1 2
31	15 30 1 2
32	15 6 1 3
33	3 30
34	21 60 7 1 3 2
35	90 6
36	5 30 1 3 18
37	10 4 30 1 120 2
38	12
39	1 5
40	4 15 30 1 120 2
41	3 90
42	1 15
43	12 360 15 1
44	60 20 2
45	5 4 30 1 120 3
46	60 30 1 2
47	5 15 1 10
48	45 30 3 2
49	60 30 1 2
50	10 60 30 1 3 2
51	9 3
52	4 120 60
53	5 15 30 1
54	180 6 1 30
55	5 15 25 1
56	1 30
57	9 45
58	5 150
59	6 1 2
60	4 60 6 1 120 8 2
62	-1
-1	np
63	-1
-1	np
64	-1
-1	np
65	-1
-1	np
66	-1
-1	np
67	-1
0	5 22 1 110
1	1 2 66
2	5 66 22 330 1 2
3	66 2
4	5 198 330 1 3 66
5	2 1 8 66
6	4 12 1 66
7	264 1 8 66
8	66 4 132 1 2
9	10 1 3 66
10	2 22 1 66
11	5 110 1 2
12	2 198 1 3 66
13	2 198 3 66
14	1 22
15	66 1 3 18
16	18 6 3 66
17	4 132 22 1 66
18	4 44
19	66 3 2
20	264 1 8 66
21	198 6
22	6
23	198 3 6
24	1 22
25	7 198 1 22 3
26	5 6 330 198 1
27	66 6 1 22 2
28	2 6 1 3 66
29	5 330
30	4 132
31	198 1 3 66
32	66 18 198 1 22 3 2
33	198 2 6
34	198 2 6
35	2 66 198 1 22 3 18
36	198 1 3 66
37	4 132
38	5 330
39	2 6 1 3 66
40	66 6 1 22 2
41	5 6 330 198 1
42	7 198 1 22 3
43	1 22
44	198 3 6
45	6
46	198 6
47	264 1 8 66
48	66 3 2
49	4 44
50	4 132 22 1 66
51	18 6 3 66
52	66 1 3 18
53	1 22
54	2 198 3 66
55	2 198 1 3 66
56	5 110 1 2
57	2 22 1 66
58	10 1 3 66
59	66 4 132 1 2
60	264 1 8 66
61	4 12 1 66
62	2 1 8 66
63	5 198 330 1 3 66
64	66 2
65	5 66 22 330 1 2
66	1 2 66
68	-1
-1	np
69	-1
-1	np
70	-1
-1	np
71	-1
0	4 6 1 35 420 210 12 140
1	770 22 70 2 45 12 13 14 9 455 11 385
2	23 46 70 115 2
3	5 7 6 1 1435 19 35 2 70 41 42
4	28 196 4 1 105 35 3
5	6 1 64 35 210
6	63 7 49 1 35
7	21 5 350 4 1 35 13 28 15 25 455 525 10
8	245 63 7 1 35
9	26 4 20 41 130
10	595 7 70 17 1 35 2 47
11	5 7 14 54 1 35 98
12	38 1 3 130 35 15 105 26
13	6 1 64 35 210
14	71
15	245 665 7 70 32 3 19 35 2 1 105
16	4 140 14 65 2
17	4 55 20 1 70 35 2 9 1925
18	71
19	43 5 665 35 1 3 19
20	5 6 1 70 35 2 13 315 175 9 455 42
21	595 23 31 17 1085
22	2 280 70 1 8 59 35
23	665 1 19 2 18 630 31 14 35
24	315 7 9 1 59 35
25	1330 31 38 70 2
26	245 4 7 1 3 35 28 105 56
27	5 20 770 22 70 1 35 2 3 18 630 105
28	6 1 3 210 35 15 46 105 525
29	5 805 23 665 4 16 19 1 35 140 3 105
30	245 7 70 49 3 2 105 10
31	45 21 5 175 735
32	1645 23 47 1 7
33	133 4 1 224 32 19 2 140 35 14 11 10
34	350 4 39 70 16 80 2 140 10
35	5 7 175 35 59
36	5 7 175 35 59
37	350 4 39 70 16 80 2 140 10
38	133 4 1 32 19 2 224 140 35 14 11 10
39	1645 23 47 1 7
40	45 21 5 175 735
41	245 7 70 49 3 2 105 10
42	5 805 23 665 4 16 35 19 3 140 1 105
43	6 1 3 210 35 15 46 105 525
44	5 20 770 22 1 70 3 18 35 630 2 105
45	245 4 7 1 3 35 28 105 56
46	1330 31 38 70 2
47	315 7 1 9 59 35
48	665 1 35 19 18 630 31 2 14
49	35 280 70 1 8 59 2
50	595 23 31 1085 17
51	5 6 70 1 35 2 13 315 175 9 455 42
52	5 19 665 43 1 3 35
53	71
54	4 55 70 20 1 35 2 9 1925
55	4 140 14 65 2
56	245 665 7 70 32 19 2 35 3 1 105
57	71
58	6 1 64 35 210
59	38 1 35 130 3 15 105 26
60	5 7 14 54 1 35 98
61	595 7 70 17 1 35 2 47
62	26 4 20 41 130
63	245 63 7 1 35
64	21 350 5 4 1 35 13 28 15 25 455 525 10
65	63 7 1 49 35
66	6 1 64 35 210
67	4 28 196 105 1 35 3
68	5 7 6 1 1435 19 2 70 35 41 42
69	23 70 46 115 2
70	770 22 70 2 13 12 45 14 9 455 11 385
72	-1
-1	np
73	-1
0	1 12 2
1	4
2	72 4 18 1 144 24 2
3	1 12 6
4	1 9
5	6 1 24 3
6	4 36 1 72 18
7	108 4 1 72 3
8	36 7 1 8 2
9	108 36 1 3
10	2 10 36 12 1 90
11	36 6 1 216 72 2
12	4 36 1 72 9 2
13	108 7 63 1 36 3
14	3 27
15	12 3
16	9 324
17	12 6 72 2
18	108 3
19	4 36 12 1
20	4 144 72 2
21	11
22	5 180 36 1 18
23	2 1 9 18
24	4 1 9 18
25	4 144 72 2
26	36 7 63 1 9
27	1 36 2
28	84 7 72 2
29	6 1 216 9
30	1 3 18
31	1 6
32	108 36 6 1 3
33	4 1 8 2
34	72 2
35	6 72 2
36	36 1 8 72
37	36 1 8 72
38	6 72 2
39	72 2
40	4 1 8 2
41	108 36 6 1 3
42	1 6
43	1 3 18
44	6 1 216 9
45	84 7 72 2
46	1 36 2
47	36 7 63 1 9
48	4 144 72 2
49	4 1 9 18
50	2 1 9 18
51	5 180 36 1 18
52	11
53	4 144 72 2
54	4 36 12 1
55	108 3
56	12 6 72 2
57	9 324
58	12 3
59	3 27
60	108 7 63 1 36 3
61	4 36 1 72 9 2
62	36 6 1 216 72 2
63	10 12 2 36 1 90
64	108 36 1 3
65	36 7 1 8 2
66	108 4 1 72 3
67	4 36 1 72 18
68	6 1 24 3
69	1 9
70	1 12 6
71	72 4 18 1 144 24 2
72	4
74	-1
-1	np
75	-1
-1	np
76	-1
-1	np
77	-1
-1	np
78	-1
-1	np
79	-1
0	1 3 78
1	4 156 1 26
2	5 390 78 1
3	5 390 7 182 78 1 2
4	546 7
5	5 130
6	1 26
7	2 4 156 1 26
8	26 78 6 1 2
9	234 78 1 3 2
10	1 26
11	78 6 2
12	1 78
13	26 2
14	234 78 3 2
15	4 156 78 1
16	3 234
17	3 234
18	10
19	2 78 1 26
20	234 78 1 3 2
21	3 78
22	2 78 1 26
23	1 2 78
24	26 78 1 2
25	312 1 8 26
26	286 11
27	26 4 156 78 1 2
28	4 52 78 1 26
29	5 390
30	1 2 78
31	1 26
32	234 6 1 78 3 2
33	7 182 1 6
34	5 4 52 130
35	5 7 30 1 546 78
36	2 26 6 78 234
37	7 182 1 78 26
38	234 78 1 3 26
39	1 78
40	1 78
41	26 78 1 3 234
42	7 182 1 78 26
43	2 26 6 78 234
44	5 7 30 1 546 78
45	5 4 52 130
46	7 182 1 6
47	2 6 1 78 3 234
48	1 26
49	1 2 78
50	5 390
51	4 52 78 1 26
52	26 4 156 78 1 2
53	286 11
54	312 1 8 26
55	26 78 1 2
56	1 2 78
57	2 78 1 26
58	3 78
59	234 78 1 3 2
60	2 78 1 26
61	10
62	3 234
63	3 234
64	4 156 78 1
65	234 78 3 2
66	26 2
67	1 78
68	78 6 2
69	1 26
70	234 78 1 3 2
71	26 78 6 1 2
72	26 4 156 1 2
73	1 26
74	5 130
75	546 7
76	5 390 7 182 1 78 2
77	5 390 78 1
78	4 156 1 26
80	-1
-1	np
81	-1
-1	np
82	-1
-1	np
83	-1
0	328 1 41 8
1	5 1 3 82 205 2 41 72 123
2	5 26 38 1 1558 2 205 82 9 41 369
3	83
4	5 6 1 67 2 205 82 41
5	4 164 1 533 50 13 15 41 2050
6	5 4 164 1 2296 205 15 41 56
7	82 451 70 11 2
8	4 164 33 1 2 82 1353 41 43
9	451 410 1 1271 31 30 41 11 10
10	820 20 55 4 164 1 3 41 123
11	5 451 42 1 2 205 1722 82 9 41 11 369
12	82 68 328 1 8 41 2
13	4 164 410 1 3 18 45 2 82 41 738 123 10
14	36 697 574 17 1 15 14 615 41
15	1886 246 6 1 82 2 28 46 41
16	77 3 123
17	29 39 15 615
18	5 328 6 246 16 1 2 45 82 205 41 8 656
19	61 20 82 2501 2
20	4 1107 1640 6 40 27 246
21	60 14 9 369
22	79 1 41 123 3
23	77 5 205 1 41
24	10 451 1 2 82 2419 41 59 11
25	21 7 38 1558 287 3 2 82 9 123 369
26	77 1 41 3 123
27	7 1 287 2091 533 13 51 41 9
28	83
29	7 1 287 75 41
30	1394 4 1107 164 16 34 2 82 27
31	1394 2 23 22 82 902 34
32	45 1394 4 164 34
33	328 1 8 41 74
34	13 36 1476 1 32 533 41
35	4 164 33 1 3 1353 41 123 42
36	4 328 22 164 533 3 13 2 31 82 8 902 123
37	41 328 1 3 45 984 24 123 8
38	4 15 164 615 64
39	36 39 1476 1 4 3 164 41 123
40	23 1 41 59 943
41	5 39 779 7 287 3 19 205 1 9 41 123 369
42	5 39 7 779 287 19 3 205 1 9 41 123 369
43	23 1 41 59 943
44	36 39 1476 4 164 3 1 41 123
45	4 15 164 615 64
46	123 328 1 3 45 984 8 24 41
47	4 164 22 328 3 2 82 13 31 533 8 123 902
48	4 164 33 1 3 1353 41 123 42
49	13 36 1476 1 32 533 41
50	328 1 8 41 74
51	45 1394 4 164 34
52	1394 2 23 22 82 902 34
53	1394 4 1107 164 16 34 2 82 27
54	7 1 287 75 41
55	83
56	7 1 287 533 51 13 2091 9 41
57	77 1 41 3 123
58	21 7 38 287 1558 82 2 3 9 123 369
59	10 451 1 2 82 2419 41 11 59
60	77 5 205 1 41
61	79 1 41 123 3
62	60 14 9 369
63	4 1107 246 6 40 1640 27
64	61 20 82 2501 2
65	5 328 6 246 16 1 2 45 205 82 41 8 656
66	29 39 15 615
67	77 3 123
68	1886 6 246 1 82 2 28 46 41
69	36 697 574 17 1 15 14 615 41
70	4 164 1 410 3 2 45 18 82 41 738 123 10
71	2 68 328 1 41 8 82
72	5 42 451 1 2 205 1722 82 9 41 11 369
73	820 20 55 4 164 1 3 41 123
74	451 410 1 1271 31 30 41 11 10
75	4 164 33 1 82 2 1353 41 43
76	82 451 70 11 2
77	5 4 164 1 2296 205 15 41 56
78	4 164 1 533 50 13 15 41 2050
79	5 6 1 67 82 205 2 41
80	83
81	5 26 38 1 1558 2 205 82 9 41 369
82	5 1 3 2 205 82 41 72 123
84	-1
-1	np
85	-1
-1	np
86	-1
-1	np
87	-1
-1	np
88	-1
-1	np
89	-1
0	5 2 440 1 88 10
1	45 3080 88 1 8 35 176
2	88 1 1320 31 15 792 9 24 528
3	264 22 6 1 3 2 66 968 24 11 88
4	2 68 220 9 792 88 10
5	7 264 1 19 616 50 3 1672 9 792 8
6	2024 8 23 7 1 2 616 44 968 88 43 11
7	11 12 968 41 25 2200 528
8	1 88
9	2024 2 23 44 56 8 176
10	88 264 6 440 72 1 10
11	22 38 17 1496 2 1 44 9 792 968 88
12	2024 176 16 2 15 352 46 8 88
13	264 1 240 3 60 9 968 11 88
14	176 4 264 81 1 3 88
15	21 1144 264 6 17 1 1496 13 31 88 2728
16	8 52 88 17 136 1496 1
17	69 88 264 1 16 3 704
18	29 2 44 33 2904 25 2200
19	19 1672 38 418 14 308 18
20	440 7 1 16 35 176 616 2 352 110 88 8 10
21	5368 4 1 176 2 13 61 352 8 88
22	4 264 22 1 48 3 176 968 8 11
23	968 11 78
24	1 47 33 2904 8 88
25	21 33 16 1 2 352 14 168 88 154
26	53 29 2552 6 132 1 88
27	132 264 6 20 880 3 18 12 30 792
28	2024 12 29 46 2552 44 2
29	13 1144 55 198 1 88 18
30	264 7 17 1 3 616 2 57 88 5016
31	1 88 86
32	21 1848 31 36 1584 1 88
33	1144 4 264 6 1 3 13 9 40 88 72
34	5 20 55 6 880 440 1 2 66 4840 88
35	22 1 3 2 44 79 88 24
36	69 264 6 968 3 11
37	37 5 23 440 1 616 3256 14 9 792 88
38	88 87 2
39	308 75 14
40	396 88 54 1 16 216 18
41	5 440 264 1 3 50 25 88 200
42	61 44 88 24 96 2
43	20 264 22 35 3 2 220 352 110 8 88 10
44	28 1232 264 8 3 50
45	28 1232 264 8 3 50
46	20 264 22 35 3 2 220 352 110 8 88 10
47	61 88 44 24 96 2
48	5 440 264 1 3 50 25 200 88
49	396 88 54 1 16 216 18
50	308 75 14
51	88 87 2
52	37 5 23 440 1 616 3256 14 9 792 88
53	69 264 6 968 11 3
54	22 1 3 2 44 79 24 88
55	5 20 440 55 880 6 1 4840 2 66 88
56	1144 264 6 4 1 3 13 9 40 72 88
57	21 36 31 1584 1 88 1848
58	1 88 86
59	7 264 17 1 3 2 616 5016 88 57
60	13 1144 55 198 1 88 18
61	2024 12 29 46 2552 44 2
62	132 20 6 880 264 3 18 12 30 792
63	53 29 2552 6 132 1 88
64	21 33 16 1 2 352 14 88 168 154
65	8 47 1 88 33 2904
66	968 11 78
67	4 264 22 1 48 3 176 968 8 11
68	5368 4 1 176 2 13 61 352 8 88
69	7 440 1 16 35 616 176 2 352 110 8 88 10
70	14 308 1672 38 418 19 18
71	29 2 44 25 2200 33 2904
72	69 88 264 1 16 3 704
73	88 52 8 17 136 1496 1
74	21 1144 264 6 17 1 1496 13 31 88 2728
75	3 4 264 81 176 1 88
76	264 1 240 3 60 9 968 11 88
77	2024 16 176 2 15 46 352 88 8
78	38 17 22 1496 2 1 44 9 792 968 88
79	88 440 6 264 72 1 10
80	2024 44 23 176 56 8 2
81	1 88
82	968 12 528 41 25 2200 11
83	2024 88 23 7 1 616 2 44 968 8 43 11
84	264 7 1 19 3 50 616 1672 9 792 8
85	2 68 220 9 792 88 10
86	264 6 1 22 3 66 2 968 24 11 88
87	88 1 1320 31 15 9 792 24 528
88	45 3080 88 1 8 35 176
90	-1
-1	np
91	-1
-1	np
92	-1
-1	np
93	-1
-1	np
94	-1
-1	np
95	-1
-1	np
96	-1
-1	np
97	-1
0	4 1 48 8 2
1	24 6 1 144 3 48
2	432 9 1 3 24
3	4 6 1 192 3 2 96 24
4	1 12 7
5	72 3 144
6	8 48 16 1 144 3 2
7	384 1 24 8
8	13
9	24 48 36 144 3 2
10	384 1 8 2
11	7 6 336 144 3
12	5 96 2
13	1 24 3 18
14	12 384 1 8 48
15	5 20 1 24
16	1 32 48 2
17	36 480 1 48 3 10
18	1 8
19	4 12 6 1 48 3 16
20	6 1 144 24
21	5 16 1 80 3 144
22	2
23	5 4 7 1 168 80
24	6 1 16 18
25	1 3 6
26	288 6 1 48 16 2
27	5 60 72 3 48
28	4 7 96
29	1 8 32 2
30	48 4 1 32 192 2
31	2 48 6 240 96 10
32	4 264 24 11
33	4 96 32 2
34	1 48
35	48 1 24 8 2
36	576 12 1 48 2
37	7 1 48 3 16 336 8 72
38	5 48 1 32 240 2
39	6 8 24 2
40	5 120 32 2
41	1 144 3 48
42	5 240 80
43	96 2
44	1 96 48 2
45	1 72 3 8
46	12 1 8 96
47	4 12 1 96 48
48	96 2
49	96 2
50	4 12 1 48 96
51	12 1 8 96
52	1 72 3 8
53	1 96 48 2
54	96 2
55	5 240 80
56	1 144 3 48
57	5 120 32 2
58	6 8 24 2
59	5 48 1 32 240 2
60	7 1 16 3 48 336 8 72
61	576 12 1 48 2
62	8 1 24 48 2
63	1 48
64	4 96 32 2
65	4 264 24 11
66	2 48 6 240 96 10
67	48 4 1 32 192 2
68	1 8 32 2
69	4 7 96
70	5 60 72 3 48
71	288 6 1 16 48 2
72	1 3 6
73	6 1 16 18
74	5 4 7 1 168 80
75	2
76	5 144 1 80 16 3
77	6 1 144 24
78	4 12 6 1 16 48 3
79	1 8
80	36 480 1 48 3 10
81	1 32 48 2
82	5 20 1 24
83	12 384 1 8 48
84	1 24 3 18
